specialisation,subspecialisation,name,lga,workspaceName,latitude,longitude
Asset,Wheat Farm,NSW DPI,Coolamon,Coolamon Asset Model,-34.32536491,146.9610168
Asset,Wheat Farm,NSW DPI,Coolamon,Coolamon Asset Model,-34.32536491,146.9610168
Asset,Fuel Depot,Wagga,Wagga Wagga,Wagga Wagga Asset Model,-35.12234116,147.3768616
Asset,Substation,Wagga 132,Wagga Wagga,Wagga Wagga Asset Model,-35.12636675,147.3814929
Asset,Industrial Precinct,FlipScreen Manufacturing Facility,Wagga Wagga,Wagga Wagga Asset Model,-35.1282358,147.4036086
Asset,Hydrogen Hub,Wagga Wagga,Wagga Wagga,Wagga Wagga Asset Model,-35.1392164,147.4050366
Asset,Agricultural Service,Intersales - Wagga Wagga,Wagga Wagga,Wagga Wagga Asset Model,-35.12555977,147.4150152
Asset,Innovation Hub,DPI Advanced Gene Tech Centre,Wagga Wagga,Wagga Wagga Asset Model,-35.05394031,147.3483814
Asset,Industrial Precinct,Southern NSW Drought Resilience Adoption and Innovation Hub,Wagga Wagga,Wagga Wagga Asset Model,-35.05461738,147.3507085
Asset,University,Charles Sturt University - Wagga Wagga campus,Wagga Wagga,Wagga Wagga Asset Model,-35.056913,147.351095
Asset,TAFE,Primary Industries Centre,Wagga Wagga,Wagga Wagga Asset Model,-35.065485,147.376101
Asset,Abattoir,Teys Australia Wagga Wagga,Wagga Wagga,Wagga Wagga Asset Model,-35.07587538,147.4106472
Asset,Fuel Depot,Bomen,Wagga Wagga,Wagga Wagga Asset Model,-35.07019806,147.4122009
Asset,Substation,Wagga North,Wagga Wagga,Wagga Wagga Asset Model,-35.07644731,147.4226795
Asset,Industrial Precinct,Riverina Intermodal Freight and Logistics Hub,Wagga Wagga,Wagga Wagga Asset Model,-35.05564205,147.4247773
Asset,Solar Farm,Wagga Wagga Solar Farm,Wagga Wagga,Wagga Wagga Asset Model,-35.066925,147.435037
Asset,Solar Farm,Bomen Solar Farm,Wagga Wagga,Wagga Wagga Asset Model,-35.049324,147.443713
Asset,TAFE,Wagga Wagga,Wagga Wagga,Wagga Wagga Asset Model,-35.124352,147.366118
Asset,Agricultural Service,Hutcheon & Pearce - Wagga Wagga,Wagga Wagga,Wagga Wagga Asset Model,-35.11027886,147.3455964
Asset,University,Notre Dame University - Wagga Wagga,Wagga Wagga,Wagga Wagga Asset Model,-35.11877124,147.351894
Asset,Innovation Hub,Wagga Biomedical Sciences Centre,Wagga Wagga,Wagga Wagga Asset Model,-35.11918579,147.3561693
Asset,University,University of NSW - Wagga Wagga,Wagga Wagga,Wagga Wagga Asset Model,-35.11845169,147.3564809
Asset,Industrial Precinct,Wagga Wagga Health Services Hub,Wagga Wagga,Wagga Wagga Asset Model,-35.11858394,147.3573732
Asset,Registered Training Organisation,Wagga Wagga,Wagga Wagga,Wagga Wagga Asset Model,-35.1076831,147.3588983
Asset,Community Energy Organisation,Climate Rescue of Wagga (CROW),Wagga Wagga,Wagga Wagga Asset Model,-35.10456868,147.3663983
Asset,Agricultural Service,Hutcheon & Pearce - SRO,Wagga Wagga,Wagga Wagga Asset Model,-35.11700366,147.3680446
Asset,Registered Training Organisation,Wagga Wagga,Wagga Wagga,Wagga Wagga Asset Model,-35.1056829,147.3715903
Asset,Industrial Precinct,Coolamon Business Park,Coolamon,Coolamon Asset Model,-34.81470837,147.206409
Asset,Substation,Uranquinty,Wagga Wagga,Wagga Wagga Asset Model,-35.17730022,147.2154018
Asset,Natural Gas Power Station,Uranquinty,Wagga Wagga,Wagga Wagga Asset Model,-35.179395,147.215692
Asset,Wheat Farm,Kalyx Young,Coolamon,Coolamon Asset Model,-34.86476,147.3461
Asset,Wheat Farm,Kalyx Young,Coolamon,Coolamon Asset Model,-34.86476,147.3461
Asset,Substation,Wagga 330,Wagga Wagga,Wagga Wagga Asset Model,-35.20043347,147.3935504
Asset,Industrial Precinct,Lockhart Renewable Energy Project,Lockhart,Lockhart Asset Model,-35.22536251,146.7193456
Asset,Wheat Farm,NSW DPI,Lockhart,Lockhart Asset Model,-35.22173085,146.7213584
Asset,Wheat Farm,NSW DPI,Lockhart,Lockhart Asset Model,-35.22173085,146.7213584
Asset,Pumped Hydropower,Bendeela (Shoalhaven Scheme),Shoalhaven,Shoalhaven Asset Model,-34.73369,150.46687
Asset,Substation,Kangaroo Valley,Shoalhaven,Shoalhaven Asset Model,-34.72380026,150.4817139
Asset,Pumped Hydropower,Kangaroo Valley (Shoalhaven Scheme),Shoalhaven,Shoalhaven Asset Model,-34.72297,150.47953
Asset,Substation,Shoalhaven,Shoalhaven,Shoalhaven Asset Model,-34.89055334,150.5922855
Asset,University,University of Wollongong - Shoalhaven campus,Shoalhaven,Shoalhaven Asset Model,-34.887623,150.567524
Asset,Biogas Plant,West Nowra (Shoalhaven),Shoalhaven,Shoalhaven Asset Model,-34.881978,150.551485
Asset,Substation,Tomerong,Shoalhaven,Shoalhaven Asset Model,-35.02341311,150.575695
Asset,Natural Gas Power Station,Bamarang,Shoalhaven,Shoalhaven Asset Model,-34.90298106,150.5258221
Asset,Community Energy Organisation,Repower Shoalhaven,Shoalhaven,Shoalhaven Asset Model,-35.08533858,150.4963713
Asset,University,Country Universities Centre - Southern Shoalhaven,Shoalhaven,Shoalhaven Asset Model,-35.3620398,150.4735747
Asset,Substation,Ulladulla,Shoalhaven,Shoalhaven Asset Model,-35.35123185,150.4629204
Asset,Fuel Depot,Milton,Shoalhaven,Shoalhaven Asset Model,-35.33154678,150.4493408
Asset,Substation,Evans Lane,Shoalhaven,Shoalhaven Asset Model,-35.33673305,150.3987319
Asset,Community Energy Organisation,WinZero Inc,Wingecarribee,Wingecarribee Asset Model,-34.48393217,150.4137565
Asset,Community Energy Organisation,Climate Action Now Wingecarribee (CANWin),Wingecarribee,Wingecarribee Asset Model,-34.4776288,150.4181379
Asset,University,University of Wollongong - Moss Vale Education Centre,Wingecarribee,Wingecarribee Asset Model,-34.554498,150.375555
Asset,Substation,Fairfax Lane,Wingecarribee,Wingecarribee Asset Model,-34.5523465,150.4067615
Asset,Cement Plant,Berrima,Wingecarribee,Wingecarribee Asset Model,-34.50711193,150.3386284
Asset,Substation,Bella Vista,The Hills,The Hills Asset Model,-33.74421609,150.9495654
Asset,Substation,West Castle Hill,The Hills,The Hills Asset Model,-33.72911279,150.9781631
Asset,Substation,Cheriton Avenue,The Hills,The Hills Asset Model,-33.73222187,151.0001571
Asset,Substation,Kenthurst,The Hills,The Hills Asset Model,-33.666313,151.002759
Asset,Substation,Sydney North,Hornsby,Hornsby Asset Model,-33.6556305,151.0301025
Asset,Substation,Galston,Hornsby,Hornsby Asset Model,-33.65796919,151.0409658
Asset,Fuel Depot,Tunbridge Petroleum Pty Ltd,Hawkesbury,Hawkesbury Asset Model,-33.55300522,150.8655243
Asset,Substation,Mungerie Park,The Hills,The Hills Asset Model,-33.68747054,150.921484
Asset,Substation,Quakers,Blacktown,Blacktown Asset Model,-33.73538806,150.8859362
Asset,Substation,Doonside,Blacktown,Blacktown Asset Model,-33.77073794,150.8780274
Asset,Substation,Blacktown,Blacktown,Blacktown Asset Model,-33.80242667,150.9264218
Asset,University,University of Western Sydney - Blacktown campus (Nirimba Education Precinct),Blacktown,Blacktown Asset Model,-33.724304,150.877368
Asset,Biogas Plant,Grange Avenue,Blacktown,Blacktown Asset Model,-33.702938,150.831233
Asset,Substation,Vineyard,Blacktown,Blacktown Asset Model,-33.657088,150.8434735
Asset,Substation,Rouse Hill,Blacktown,Blacktown Asset Model,-33.69223004,150.9079745
Asset,Substation,Parklea,Blacktown,Blacktown Asset Model,-33.72014111,150.9363555
Asset,Substation,Rooty Hill,Blacktown,Blacktown Asset Model,-33.7586705,150.839003
Asset,Substation,Sydney West,Blacktown,Blacktown Asset Model,-33.81607651,150.8279464
Asset,Substation,Eastern Creek,Blacktown,Blacktown Asset Model,-33.81331219,150.8368042
Asset,Biogas Plant,Eastern Creek,Blacktown,Blacktown Asset Model,-33.81415696,150.8537017
Asset,Biogas Plant,Eastern Creek 2,Blacktown,Blacktown Asset Model,-33.812515,150.861683
Asset,Substation,Arndell Park,Blacktown,Blacktown Asset Model,-33.79042023,150.8908587
Asset,Substation,BHP,Blacktown,Blacktown Asset Model,-33.76642314,150.8482327
Asset,Substation,Huntingwood,Blacktown,Blacktown Asset Model,-33.7944076,150.8706311
Asset,Fuel Terminal,Botany,Bayside (NSW),Bayside (NSW) Asset Model,-33.95401764,151.2145233
Asset,Fuel Terminal,Banksmeadow,Bayside (NSW),Bayside (NSW) Asset Model,-33.96334457,151.2172012
Asset,University,University of NSW - David Phillips Field (Daceyville) campus,Bayside (NSW),Bayside (NSW) Asset Model,-33.931594,151.224558
Asset,Fuel Terminal,Botany Site B,Randwick,Randwick Asset Model,-33.97956467,151.2122192
Asset,Substation,Bunnerong,Randwick,Randwick Asset Model,-33.96894352,151.2291267
Asset,Substation,Marrickville,Inner West,Inner West Asset Model,-33.91203954,151.1622971
Asset,Substation,St Peters,Sydney,Sydney Asset Model,-33.9066129,151.1830853
Asset,Substation,Beaconsfield South,Sydney,Sydney Asset Model,-33.9155969,151.1866631
Asset,Substation,Beaconsfield West,Sydney,Sydney Asset Model,-33.91506805,151.1872355
Asset,Substation,Beaconsfield North,Sydney,Sydney Asset Model,-33.91433271,151.1879037
Asset,Substation,Green Square,Sydney,Sydney Asset Model,-33.91232539,151.194463
Asset,University,University of Sydney - Surry Hills campus,Sydney,Sydney Asset Model,-33.884445,151.207813
Asset,Substation,Surry Hills,Sydney,Sydney Asset Model,-33.88244829,151.2120411
Asset,Substation,Campbell,Sydney,Sydney Asset Model,-33.87982845,151.2123194
Asset,University,University of Sydney - Mallet Street campus,Sydney,Sydney Asset Model,-33.888942,151.178208
Asset,University,University of Sydney - Main campus (Camperdown),Sydney,Sydney Asset Model,-33.886692,151.189798
Asset,University,University of Sydney - Burren Street campus,Sydney,Sydney Asset Model,-33.895727,151.184968
Asset,Substation,Pyrmont,Sydney,Sydney Asset Model,-33.8704768,151.1935663
Asset,Substation,City Central,Sydney,Sydney Asset Model,-33.87320708,151.2027304
Asset,Substation,City North,Sydney,Sydney Asset Model,-33.8672695,151.203174
Asset,University,University of Newcastle - Sydney Business School,Sydney,Sydney Asset Model,-33.87375,151.204219
Asset,University,CQUniversity - Sydney,Sydney,Sydney Asset Model,-33.87142867,151.2051464
Asset,University,Macquarie University - Sydney CBD campus (Wynyard),Sydney,Sydney Asset Model,-33.865411,151.205375
Asset,Substation,Dalley Street,Sydney,Sydney Asset Model,-33.86293715,151.2080555
Asset,Natural Gas Power Station,Sydney,Sydney,Sydney Asset Model,-33.871547,151.2091
Asset,University,University of New South Wales - Australian Graduate School of Management (AGSM) - City campus,Sydney,Sydney Asset Model,-33.864497,151.209944
Asset,University,University of Sydney - St James campus,Sydney,Sydney Asset Model,-33.868947,151.210628
Asset,University,Southern Cross University - Sydney Hotel School,Sydney,Sydney Asset Model,-33.862936,151.212392
Asset,University,University of Sydney - Conservatorium of Music,Sydney,Sydney Asset Model,-33.863528,151.214179
Asset,Community Energy Organisation,Pingala,Sydney,Sydney Asset Model,-33.87784533,151.2004157
Asset,Substation,Haymarket,Sydney,Sydney Asset Model,-33.88141732,151.2022468
Asset,Community Energy Organisation,Sydney Renewable Power Company,Sydney,Sydney Asset Model,-33.88178185,151.2022739
Asset,Substation,Belmore Park,Sydney,Sydney Asset Model,-33.87979623,151.207377
Asset,Community Energy Organisation,Community Power Agency,Sydney,Sydney Asset Model,-33.88000623,151.2088827
Asset,University,"University of Technology, Sydney - Main campus (Ultimo)",Sydney,Sydney Asset Model,-33.883779,151.201024
Asset,Substation,Zetland,Sydney,Sydney Asset Model,-33.90412912,151.2038324
Asset,Substation,Waverley,Waverley,Waverley Asset Model,-33.8916292,151.2604996
Asset,Substation,Rose Bay,Waverley,Waverley Asset Model,-33.87801143,151.2713722
Asset,University,University of NSW - COFA (College of Fine Arts),Sydney,Sydney Asset Model,-33.883611,151.220589
Asset,Substation,Double Bay,Woollahra,Woollahra Asset Model,-33.88347607,151.2466889
Asset,University,University of NSW - Main campus (Kensington),Randwick,Randwick Asset Model,-33.917234,151.231369
Asset,University,University of NSW - Biological Sciences Building,Randwick,Randwick Asset Model,-33.91670428,151.2353527
Asset,Substation,Kingsford,Randwick,Randwick Asset Model,-33.92716991,151.2300166
Asset,Substation,Maroubra,Randwick,Randwick Asset Model,-33.94231012,151.2379975
Asset,Substation,Clovelly,Randwick,Randwick Asset Model,-33.90890663,151.248036
Asset,University,University of NSW - Randwick campus,Randwick,Randwick Asset Model,-33.906738,151.234855
Asset,University,University of NSW - Cliffbrook (Coogee) campus,Randwick,Randwick Asset Model,-33.914053,151.260503
Asset,Biogas Plant,Malabar Biomethane Facility,Randwick,Randwick Asset Model,-33.96280262,151.2553835
Asset,Substation,Rookwood Road,Canterbury-Bankstown,Canterbury-Bankstown Asset Model,-33.89415937,151.0370017
Asset,Substation,Greenacre Park,Canterbury-Bankstown,Canterbury-Bankstown Asset Model,-33.90444102,151.0407458
Asset,Substation,Potts Hill,Canterbury-Bankstown,Canterbury-Bankstown Asset Model,-33.88820596,151.0422127
Asset,Fossil Fuel Power Station,Revesby Workers Club,Canterbury-Bankstown,Canterbury-Bankstown Asset Model,-33.95343975,151.0137332
Asset,Substation,Sefton,Canterbury-Bankstown,Canterbury-Bankstown Asset Model,-33.88749688,151.018499
Asset,Fossil Fuel Power Station,Bankstown Sports Club,Canterbury-Bankstown,Canterbury-Bankstown Asset Model,-33.9196996,151.0332436
Asset,Substation,Bankstown,Canterbury-Bankstown,Canterbury-Bankstown Asset Model,-33.93697815,151.0392727
Asset,University,University of Western Sydney - Bankstown campus,Canterbury-Bankstown,Canterbury-Bankstown Asset Model,-33.940171,150.990882
Asset,Substation,Sydney South,Canterbury-Bankstown,Canterbury-Bankstown Asset Model,-33.9786545,151.012896
Asset,Substation,Canterbury,Canterbury-Bankstown,Canterbury-Bankstown Asset Model,-33.92157194,151.1159491
Asset,Substation,New Canterbury,Canterbury-Bankstown,Canterbury-Bankstown Asset Model,-33.92078678,151.1160489
Asset,Substation,Peakhurst,Georges River,Georges River Asset Model,-33.96629447,151.0626639
Asset,Substation,Hurstville North,Georges River,Georges River Asset Model,-33.95501747,151.09583
Asset,Substation,Kogarah,Georges River,Georges River Asset Model,-33.96819566,151.1277393
Asset,Solar Farm,Kogarah Town Square Solar Array,Georges River,Georges River Asset Model,-33.96517453,151.1331504
Asset,Fossil Fuel Power Station,St George Leagues Club,Georges River,Georges River Asset Model,-33.97481738,151.129381
Asset,Substation,Rockdale,Bayside (NSW),Bayside (NSW) Asset Model,-33.95255107,151.1499196
Asset,Community Energy Organisation,Inner West Community Energy Inc,Canada Bay,Canada Bay Asset Model,-33.8584876,151.1287473
Asset,Substation,Drummoyne,Canada Bay,Canada Bay Asset Model,-33.85573282,151.1348109
Asset,Substation,Rozelle,Inner West,Inner West Asset Model,-33.86380217,151.1647145
Asset,University,University of Sydney - Rozelle campus (Sydney College of the Arts),Inner West,Inner West Asset Model,-33.866745,151.16554
Asset,Substation,Mason Park,Strathfield,Strathfield Asset Model,-33.8563485,151.074597
Asset,Substation,Homebush,Strathfield,Strathfield Asset Model,-33.867087,151.0885785
Asset,Substation,Chullora,Strathfield,Strathfield Asset Model,-33.8789595,151.0658015
Asset,Substation,Willoughby,Willoughby,Willoughby Asset Model,-33.81679526,151.1853991
Asset,Fuel Terminal,Gore Bay,Lane Cove,Lane Cove Asset Model,-33.83776283,151.1854248
Asset,Substation,Lane Cove,Lane Cove,Lane Cove Asset Model,-33.811723,151.145072
Asset,Fossil Fuel Power Station,Nine Network,Willoughby,Willoughby Asset Model,-33.81096413,151.1966227
Asset,Substation,Mt Colah,Hornsby,Hornsby Asset Model,-33.64836453,151.1203274
Asset,Substation,Berowra,Hornsby,Hornsby Asset Model,-33.6312695,151.1459305
Asset,University,"University of Technology, Sydney - Kuring-gai campus",Ku-ring-gai,Ku-ring-gai Asset Model,-33.788408,151.160871
Asset,Natural Gas Power Station,North Sydney,North Sydney,North Sydney Asset Model,-33.83981189,151.2069282
Asset,Natural Gas Power Station,North Sydney,North Sydney,North Sydney Asset Model,-33.83838156,151.2053942
Asset,Community Energy Organisation,Clear Sky Solar Investments,Northern Beaches,Northern Beaches Asset Model,-33.67599003,151.2569763
Asset,Natural Gas Power Station,Blackmores,Northern Beaches,Northern Beaches Asset Model,-33.67777003,151.2908047
Asset,University,University of NSW - Manly Vale campus,Northern Beaches,Northern Beaches Asset Model,-33.78149,151.257369
Asset,Substation,Sydney East,Northern Beaches,Northern Beaches Asset Model,-33.7258225,151.2082815
Asset,Substation,Warringah,Northern Beaches,Northern Beaches Asset Model,-33.75458796,151.2441313
Asset,Substation,Nepean,Camden,Camden Asset Model,-34.072091,150.7322595
Asset,Biogas Plant,Jacks Gully,Camden,Camden Asset Model,-34.07344,150.742689
Asset,University,University of Western Sydney - Campbelltown campus,Campbelltown (NSW),Campbelltown (NSW) Asset Model,-34.069516,150.79105
Asset,Fossil Fuel Power Station,Western Suburbs Leagues Club (Campbelltown),Campbelltown (NSW),Campbelltown (NSW) Asset Model,-34.051326,150.83286
Asset,Substation,Ingleburn,Campbelltown (NSW),Campbelltown (NSW) Asset Model,-34.0143425,150.851327
Asset,Substation,Macarthur,Campbelltown (NSW),Campbelltown (NSW) Asset Model,-34.08528132,150.7663115
Asset,Fossil Fuel Power Station,Tahmoor,Wollondilly,Wollondilly Asset Model,-34.248233,150.58077
Asset,Fossil Fuel Power Station,Tower Mine,Wollondilly,Wollondilly Asset Model,-34.220692,150.717941
Asset,Natural Gas Power Station,Appin (Mine),Wollondilly,Wollondilly Asset Model,-34.208185,150.772181
Asset,University,University of Sydney - Camden Campus,Wollondilly,Wollondilly Asset Model,-34.027664,150.6585
Asset,Substation,Warrimoo,Blue Mountains,Blue Mountains Asset Model,-33.73303758,150.6029665
Asset,Substation,Katoomba North,Blue Mountains,Blue Mountains Asset Model,-33.66966795,150.3251858
Asset,Community Energy Organisation,Blue Mountains Renewable Energy Co-op (BMRenew),Blue Mountains,Blue Mountains Asset Model,-33.71169759,150.3103649
Asset,Substation,Lawson,Blue Mountains,Blue Mountains Asset Model,-33.720701,150.425736
Asset,University,University of Western Sydney - Penrith campus (Kingswood and Werrington),Penrith,Penrith Asset Model,-33.764129,150.744481
Asset,Substation,Regentville,Penrith,Penrith Asset Model,-33.788008,150.6485235
Asset,Substation,Penrith,Penrith,Penrith Asset Model,-33.74658609,150.6923709
Asset,Fuel Depot,Penrith,Penrith,Penrith Asset Model,-33.74272537,150.6928711
Asset,Pumped Hydropower,Warragamba,Wollondilly,Wollondilly Asset Model,-33.88324223,150.5965406
Asset,Substation,Warragamba Dam,Wollondilly,Wollondilly Asset Model,-33.88248966,150.5973502
Asset,University,University of Western Sydney - Hawkesbury campus,Hawkesbury,Hawkesbury Asset Model,-33.607469,150.75125
Asset,Substation,Hawksbury,Hawkesbury,Hawkesbury Asset Model,-33.6281265,150.813457
Asset,Community Energy Organisation,Hawkesbury Environment Network (HEN ),Hawkesbury,Hawkesbury Asset Model,-33.60753671,150.8211732
Asset,Substation,Mamre,Penrith,Penrith Asset Model,-33.81194406,150.7953532
Asset,Natural Gas Power Station,Erskine Park,Penrith,Penrith Asset Model,-33.81820659,150.8032273
Asset,Substation,Mount Druitt,Penrith,Penrith Asset Model,-33.76358037,150.7920815
Asset,University,University of Sydney - Cumberland campus,Cumberland,Cumberland Asset Model,-33.881335,151.04962
Asset,Fuel Terminal,Silverwater,Parramatta,Parramatta Asset Model,-33.83000946,151.0517883
Asset,Solar Farm,Newington Solar Suburb,Parramatta,Parramatta Asset Model,-33.8412921,151.0538161
Asset,Solar Farm,Stadium Australia,Parramatta,Parramatta Asset Model,-33.84517807,151.0640393
Asset,Substation,Homebush Bay,Parramatta,Parramatta Asset Model,-33.83317965,151.0729994
Asset,University,University of Western Sydney - Parramatta campus (and Westmead Precinct),Parramatta,Parramatta Asset Model,-33.812136,151.02494
Asset,Substation,Rydalmere,Parramatta,Parramatta Asset Model,-33.81000525,151.0456411
Asset,Substation,Carlingford,Parramatta,Parramatta Asset Model,-33.782624,151.0442395
Asset,Substation,Granville,Parramatta,Parramatta Asset Model,-33.83001591,151.0088938
Asset,Substation,Guildford,Cumberland,Cumberland Asset Model,-33.8505885,150.9576355
Asset,Fuel Depot,Smithfield,Cumberland,Cumberland Asset Model,-33.84617996,150.9434586
Asset,Natural Gas Power Station,Smithfield Energy,Cumberland,Cumberland Asset Model,-33.85004,150.949466
Asset,Fossil Fuel Power Station,Club Merrylands,Cumberland,Cumberland Asset Model,-33.83811555,150.9905038
Asset,Substation,Holroyd,Cumberland,Cumberland Asset Model,-33.83472292,150.9191464
Asset,Substation,North Parramatta,Parramatta,Parramatta Asset Model,-33.80749226,151.0090073
Asset,Substation,Baulkham Hills,Parramatta,Parramatta Asset Model,-33.78182703,150.9687209
Asset,Substation,West Parramatta,Parramatta,Parramatta Asset Model,-33.8144855,150.9989969
Asset,Substation,East Parramatta,Parramatta,Parramatta Asset Model,-33.81644618,151.0101138
Asset,Substation,Camellia,Parramatta,Parramatta Asset Model,-33.82608,151.030447
Asset,Fuel Terminal,Parramatta,Parramatta,Parramatta Asset Model,-33.82287788,151.0388794
Asset,Biogas Plant,EarthPower Biomass Plant,Parramatta,Parramatta Asset Model,-33.820373,151.042037
Asset,Fuel Refinery,Clyde,Parramatta,Parramatta Asset Model,-33.82690048,151.0421295
Asset,Fuel Terminal,Clyde,Parramatta,Parramatta Asset Model,-33.82690048,151.0421295
Asset,Substation,Pennant Hills,Hornsby,Hornsby Asset Model,-33.73870892,151.0575185
Asset,Substation,Macquarie Park,Ryde,Ryde Asset Model,-33.78672468,151.1329128
Asset,Hydrogen Hub,Hyundai Integrated Hydrogen Production and Refuelling System,Ryde,Ryde Asset Model,-33.78237,151.131195
Asset,University,Macquarie University - Main campus (North Ryde),Ryde,Ryde Asset Model,-33.776153,151.114921
Asset,Substation,Meadowbank,Ryde,Ryde Asset Model,-33.81361728,151.0936701
Asset,Substation,Top Ryde,Ryde,Ryde Asset Model,-33.81173297,151.113786
Asset,Substation,Kemps Creek,Liverpool,Liverpool Asset Model,-33.9006505,150.8085335
Asset,Fuel Depot,Leppington,Camden,Camden Asset Model,-33.95186234,150.8113937
Asset,Hydrogen Hub,Western Sydney Green Gas Project,Fairfield,Fairfield Asset Model,-33.830952,150.865007
Asset,Substation,West Wetherill,Fairfield,Fairfield Asset Model,-33.84197789,150.8813749
Asset,Substation,Wetherill Park,Fairfield,Fairfield Asset Model,-33.84205166,150.9116749
Asset,Substation,Liverpool,Liverpool,Liverpool Asset Model,-33.93267276,150.8657731
Asset,Substation,West Liverpool,Liverpool,Liverpool Asset Model,-33.9309484,150.8717773
Asset,Substation,Gwawley Bay,Sutherland,Sutherland Asset Model,-34.02385506,151.1040501
Asset,Substation,Cronulla,Sutherland,Sutherland Asset Model,-34.05109407,151.1469068
Asset,Substation,Kurnell,Sutherland,Sutherland Asset Model,-34.01512894,151.2058884
Asset,Fuel Terminal,Kurnell,Sutherland,Sutherland Asset Model,-34.0207634,151.2144394
Asset,Fuel Refinery,Kurnell,Sutherland,Sutherland Asset Model,-34.0207634,151.2144394
Asset,Biogas Plant,Lucas Heights II,Sutherland,Sutherland Asset Model,-34.048146,150.973882
Asset,Biogas Plant,Lucas Heights I,Sutherland,Sutherland Asset Model,-34.029302,151.002072
Asset,Substation,Menai,Sutherland,Sutherland Asset Model,-34.01489738,151.0105181
Asset,University,University of Wollongong - Southern Sydney campus (Loftus),Sutherland,Sutherland Asset Model,-34.040653,151.052922
Asset,Community Energy Organisation,Sunny Shire,Sutherland,Sutherland Asset Model,-34.0324502,151.0586033
Asset,Substation,Kirrawee,Sutherland,Sutherland Asset Model,-34.0338854,151.0754556
Asset,Substation,Port Hacking,Sutherland,Sutherland Asset Model,-34.0271435,151.0802225
Asset,Natural Gas Power Station,Ballarat Base Hospital,Ballarat,Ballarat Asset Model,-37.559607,143.846918
Asset,Community Energy Organisation,Ballarat Renewable Energy and Zero Emissions (BREAZE),Ballarat,Ballarat Asset Model,-37.56073919,143.8475616
Asset,Fuel Depot,Ballarat,Ballarat,Ballarat Asset Model,-37.57047653,143.8111725
Asset,Fuel Depot,Ballarat,Ballarat,Ballarat Asset Model,-37.57098961,143.8153534
Asset,Solar Farm,Ballarat Solar Park,Ballarat,Ballarat Asset Model,-37.51437136,143.7854729
Asset,Industrial Precinct,Gaia EnviroTech,Ballarat,Ballarat Asset Model,-37.522953,143.807239
Asset,Substation,Ballarat North,Ballarat,Ballarat Asset Model,-37.53461185,143.8468952
Asset,Substation,Ballarat,Ballarat,Ballarat Asset Model,-37.56738113,143.9218558
Asset,Wind Farm,Moorabool North Wind Farm,Moorabool,Moorabool Asset Model,-37.65497906,144.1913036
Asset,Wind Farm,Yaloak South Wind Farm,Moorabool,Moorabool Asset Model,-37.7281319,144.240753
Asset,Wind Farm,Leonards Hill,Hepburn,Hepburn Asset Model,-37.42713575,144.122153
Asset,Community Energy Organisation,Hepburn Energy,Hepburn,Hepburn Asset Model,-37.34375884,144.1422404
Asset,Substation,Elaine,Moorabool,Moorabool Asset Model,-37.72995278,144.0115354
Asset,Wind Farm,Moorabool South Wind Farm,Moorabool,Moorabool Asset Model,-37.74023251,144.1621965
Asset,Wind Farm,Crowlands Wind Farm,Pyrenees,Pyrenees Asset Model,-37.12155984,143.1537151
Asset,Substation,Crowlands,Pyrenees,Pyrenees Asset Model,-37.12077938,143.1544765
Asset,Substation,Ararat Wind Farm,Pyrenees,Pyrenees Asset Model,-37.16389514,143.2447413
Asset,Wind Farm,Waubra Wind Farm,Pyrenees,Pyrenees Asset Model,-37.35746218,143.6037302
Asset,Substation,Waubra,Pyrenees,Pyrenees Asset Model,-37.3559815,143.605915
Asset,Community Energy Organisation,Bendigo Sustainability Group,Greater Bendigo,Greater Bendigo Asset Model,-36.75547671,144.2842666
Asset,Community Energy Organisation,Dja Dja Wurrung Clans Aboriginal Corporation,Greater Bendigo,Greater Bendigo Asset Model,-36.75172931,144.2892982
Asset,Fuel Depot,Bendigo,Greater Bendigo,Greater Bendigo Asset Model,-36.73095703,144.2639084
Asset,Fuel Depot,Bendigo,Greater Bendigo,Greater Bendigo Asset Model,-36.73158646,144.2643127
Asset,Fuel Depot,Bendigo,Greater Bendigo,Greater Bendigo Asset Model,-36.73242569,144.2648621
Asset,Fuel Depot,Bendigo,Greater Bendigo,Greater Bendigo Asset Model,-36.74583435,144.3058472
Asset,Fuel Depot,Bendigo,Greater Bendigo,Greater Bendigo Asset Model,-36.74179077,144.3179932
Asset,Community Energy Organisation,Community Power Hub Loddon Mallee,Greater Bendigo,Greater Bendigo Asset Model,-36.77254448,144.2909786
Asset,Substation,Bendigo,Greater Bendigo,Greater Bendigo Asset Model,-36.7840245,144.2535898
Asset,Solar Farm,Bendigo Solar Park,Greater Bendigo,Greater Bendigo Asset Model,-36.67475242,144.303239
Asset,Regional Delivery Partner,North Central Catchment Management Authority,Greater Bendigo,Greater Bendigo Asset Model,-36.66557362,144.3332251
Asset,Community Energy Organisation,Mt Alexander Sustainability Group (MASG),Mount Alexander,Mount Alexander Asset Model,-37.06721928,144.2164934
Asset,Community Energy Organisation,More Australian Solar Homes (MASH),Mount Alexander,Mount Alexander Asset Model,-37.06680837,144.21659
Asset,Community Energy Organisation,Renewable Newstead,Mount Alexander,Mount Alexander Asset Model,-37.1106225,144.0634491
Asset,Substation,Fosterville,Greater Bendigo,Greater Bendigo Asset Model,-36.7382295,144.5106208
Asset,Community Energy Organisation,Macedon Ranges Sustainability Group,Macedon Ranges,Macedon Ranges Asset Model,-37.36123354,144.5271848
